"Product ID",Thumbnail,Name,SKU,Barcode,"Vendor SKU",Weight,"Weight Unit",Length,Width,Height,"Dimension Unit",Volume,"Volume Unit",Backordered,Expected,Processed,Put-Away,Available,Allocated,Reserved,Picked,"On Hand",Advertised,"Goods Type",Regulation,"Lot Type","Serial Number Type",Status,Availability,Visibility,"Created At","Updated At","Description of Goods for Export","Base Image","Requires Packaging","Storage Height","Merchant Name","Require Weight Check","Technical Name","HTS Base Code","Storage Length","Storage Width","HTS Country Code","Additional Regulatory Information","Is Box","Net Hazmat Weight","Customs Value","Valid Containers","Country of Manufacture","Other Special Features","Container Type","Container Meets HazMat Specs","Regulation Units","Bulk Quantity","Unit Quantity","Max Per Package","Ship Separate","External ID","Additional Handling Surcharge","Ship Separate Tag","Requires Infill","Special Supplies","Can Contain Other Items","Can Tip","Allowed Container Styles","Freight Class","Disallowed Containers","Freight Category",Details,Test,"Product Category","Customs Value Currency","Net Hazmat Weight Unit"
82038,"https://images-us-east.shipstream.io/cdn-cgi/image/fit=pad,width=250/xdebmt82bbc9/catalog/product/5b27eecfc19b110860dc40e6b0762c000cfd86c7.jpg","Block Out Sticker",BOSTICKER,R0628202318016,,3.05,lb,6.25,6.25,4.25,in,166.0156,in^3,0,0,0,0,4,0,0,0,4,4,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2021-12-21 23:33:13","2024-06-24 21:55:44",,5b27eecfc19b110860dc40e6b0762c000cfd86c7.jpg,No,4.25,"Keelan Scott",Yes,,,6.25,6.25,,,0,,,,"United States",,,No,,,1,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
144017,,"Console U 46X14",CN-U-46X14,R0618202422331,,0,lb,,,,,,,0,0,0,0,0,0,0,0,0,0,"Not Regulated",,,,Enabled,Available,Visible,"2024-06-05 15:54:10","2024-06-18 10:39:20",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,0,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,Yes,Yes,,,,,,Box1,"Accessories & Merch",,
99103,,"Desk U 46X24 Keyboard Tray",D-U-46X24-KEYBOARD-TRAY,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,206,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2024-05-29 19:21:23",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
99115,,"Desk U 58X28 Keyboard Tray",D-U-58X28-KEYBOARD-TRAY,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,206,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2024-05-29 19:21:15",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
99112,,"Desk SSW 58X28 Keyboard Tray",D-SSW-58X28-KEYBOARD-TRAY,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,150,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2024-05-29 19:20:54",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
99100,,"Desk SSW 46X24 Keyboard Tray",D-SSW-46X24-KEYBOARD-TRAY,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,150,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2024-05-29 19:20:43",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
99109,,"Desk SSB 58X28 Keyboard Tray",D-SSB-58X28-KEYBOARD-TRAY,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,206,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2024-05-29 19:20:32",,no_selection,No,,"Keelan Scott",No,,,,,,,,,,," ",,,No,,,,,0,,No,,None,,No,Yes,,,,,,Box1,"Accessories & Merch",,
99097,,"Desk SSB 46X24 Keyboard Tray",D-SSB-46X24-KEYBOARD-TRAY,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,206,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2024-05-29 19:20:23",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
99106,,"Desk HP 58X28 Keyboard Tray",D-HP-58X28-KEYBOARD-TRAY,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,28,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2024-05-29 19:20:09",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
99094,,"Desk HP 46X24 Keyboard Tray",D-HP-46X24-KEYBOARD-TRAY,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,28,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2024-05-29 19:19:55",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
99114,,"Desk U 58X28 Drawer",D-U-58X28-DRAWER,R0131202420855,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,365,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2024-05-29 19:19:01",,no_selection,No,,"Keelan Scott",No,,,,,,,0,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
99102,,"Desk U 46X24 Drawer",D-U-46X24-DRAWER,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,365,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2024-05-29 19:18:53",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
99111,,"Desk SSW 58X28 Drawer",D-SSW-58X28-DRAWER,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,150,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2024-05-29 19:18:28",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
99105,,"Desk HP 58X28 Drawer",D-HP-58X28-DRAWER,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,28,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2024-05-29 19:17:38",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
99093,,"Desk HP 46X24 Drawer",D-HP-46X24-DRAWER,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,28,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2024-05-29 19:17:25",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
99085,,"Console U 58X14 Drawer",CN-U-58X14-DRAWER,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,70,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2024-05-29 19:16:55",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
99081,,"Coffee U 58X28 Drawer",CF-U-58X28-DRAWER,,,9.4,lb,26.5,15,4.5,in,1788.75,in^3,0,0,0,0,0,0,0,0,0,377,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:51","2024-05-29 19:16:29",,no_selection,No,,"Keelan Scott",No,,,,,,,0,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
99075,,"Coffee U 46X24 Drawer",CF-U-46X24-DRAWER,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,377,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:51","2024-05-29 19:16:16",,no_selection,No,,"Keelan Scott",No,,,,,,,,,,," ",,,No,,,,,0,,No,,None,,No,Yes,,,,,,Box1,"Accessories & Merch",,
143307,,"Coffee U 58X28 2C Table",CF-U-58X28-2C-TABLE,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,0,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2024-05-20 18:26:49","2024-05-20 18:27:03",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
143306,,"Coffee U 58X28 C Table",CF-U-58X28-C-TABLE,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,0,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2024-05-20 18:26:30","2024-05-20 18:26:43",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
143305,,"Coffee U 46X24 2C Table",CF-U-46X24-2C-TABLE,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,0,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2024-05-20 18:26:10","2024-05-20 18:26:29",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
143304,,"Coffee U 46X24 C Table",CF-U-46X24-C-TABLE,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,0,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2024-05-20 18:25:48","2024-05-20 18:26:06",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
134646,,"Dining U 60X36",DN-U-60X36,R0509202421892,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,86,"Not Regulated",,,,Enabled,Available,Visible,"2023-11-28 14:59:43","2024-05-09 15:04:39",,no_selection,No,,"Keelan Scott",No,,,,,,,0,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,"Accessories & Merch",,
134647,,"Dining U 72X36",DN-U-72X36,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,102,"Not Regulated",,,,Enabled,Available,Visible,"2023-11-28 15:00:37","2024-02-09 12:23:03",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,0,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,,,
134645,,"Dining U 48X36",DN-U-48X36,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,70,"Not Regulated",,,,Enabled,Available,Visible,"2023-11-28 14:58:57","2024-02-09 12:20:29",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,0,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,,,
99107,,"Desk SSB 58X28",D-SSB-58X28,R1215202320240,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,456,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2023-12-15 10:59:25",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,Box1,,,
99113,,"Desk U 58X28",D-U-58X28,R0510202317467,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,365,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2023-07-07 09:14:58",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,0,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,,,,
99098,,"Desk SSW 46X24",D-SSW-46X24,R0619202317910,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,0,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2023-06-19 16:46:33",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,,Yes,,,,,,,,,
99084,,"Console U 58X14",CN-U-58X14,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,70,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2023-06-16 16:44:39",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,0,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,,,,
99092,,"Desk HP 46X24",D-HP-46X24,R0117202315789,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,28,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2023-01-17 13:47:56",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,,,,
99069,,"Coffee SP 42X42",CF-SP-42X42,,,1,lb,43.5,43,3,in,5611.5,in^3,0,0,0,0,0,0,0,0,0,0,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:51","2022-12-19 19:01:39",,no_selection,No,,"Keelan Scott",No,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,,,,
99104,,"Desk HP 58X28",D-HP-58X28,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,28,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2022-11-04 23:20:57",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,,,,
99101,,"Desk U 46X24",D-U-46X24,,,1,lb,,,,,,,0,0,0,0,0,0,0,0,0,365,"Not Regulated",,"FIFO (Accepted Date)",,Enabled,Available,Visible,"2022-10-27 18:14:52","2022-11-04 23:20:05",,no_selection,Yes,,"Keelan Scott",Yes,,,,,,,,,,," ",,,No,,,,,0,,No,,"Use Default (Kraft Paper)",,No,Yes,,,,,,,,,
